Serotype,Stage,Feature,Pearson_r,Abs_r,P_value
IP3,deae,deae_child2_xto_inline_201__7_1,0.128,0.128,0.2374
IP3,deae,deae_child2_xto_outlet_20x__8_1,0.128,0.128,0.2375
IP3,deae,deae_child2_xto_common_20x__24_1,0.1275,0.1275,0.2391
IP3,deae,deae_child2_xto_control_20x__9_1,0.1275,0.1275,0.2391
IP3,deae,deae_child2_xto_inlet_20x__11_1,0.1273,0.1273,0.2401
IP3,deae,deae_child2_xto_common_20x__30_1,0.1251,0.1251,0.2483
IP3,deae,deae_sensor_AI_A2_min,0.1244,0.1244,0.2511
IP3,deae,deae_sensor_UV Light_min,-0.1234,0.1234,0.2547
IP3,deae,deae_sensor_AI_A3_max,-0.1232,0.1232,0.2555
IP3,deae,deae_child2_xto_common_20x__7_1,0.1229,0.1229,0.2569
IP3,deae,deae_sensor_RunCalc_UV_ForIntegral_v2_std,0.1179,0.1179,0.2768
IP3,deae,deae_child2_xto_common_20x__13_1,0.1179,0.1179,0.2769
IP3,deae,deae_child2_xto_common_20x__36_1,0.1179,0.1179,0.2768
IP3,deae,deae_child2_xto_control_20x__22_1,0.1179,0.1179,0.2768
IP3,deae,deae_child2_xto_control_20x__2_1,0.1179,0.1179,0.2768
IP3,deae,deae_child2_xto_inlet_20x__8_1,0.1176,0.1176,0.278
IP3,deae,deae_child2_xto_inline_201__18_1,0.1176,0.1176,0.278
IP3,deae,deae_sensor_RunCalc_UV_DuringHarvest_max,0.1171,0.1171,0.2799
IP3,deae,deae_child2_xto_prompt__10_1,0.1158,0.1158,0.2856
IP3,deae,ev_deae_up12_std_duration_h,0.1075,0.1075,0.3216
IP3,deae,ev_pg_deae_up1_std_duration_h,0.1067,0.1067,0.3253
IP3,deae,deae_sub_pc4,-0.1031,0.1031,0.3419
IP3,deae,deae_child2_xto_prompt__3_1,0.1013,0.1013,0.3504
IP3,deae,deae_sensor_AI_A2_max,-0.1012,0.1012,0.3508
IP3,deae,deae_child2_xto_common_20x__56_1,-0.0996,0.0996,0.3586
IP3,deae,deae_child2_xto_control_20x__18_1,-0.0992,0.0992,0.3607
IP3,deae,deae_child2_xto_prompt__8_1,0.0963,0.0963,0.3751
IP3,deae,deae_child2_xto_cip_201__4_1,-0.0961,0.0961,0.3757
IP3,deae,deae_child2_xto_prompt__13_1,-0.0958,0.0958,0.3775
IP3,deae,deae_child2_xto_outlet_20x__12_1,0.0926,0.0926,0.3936
IP3,deae,deae_sensor_TI_A1_max,0.0924,0.0924,0.3945
IP3,deae,DEAE_DEAE - pH pool DEAE,-0.0923,0.0923,0.395
IP3,deae,deae_child2_xto_common_20x__25_1,-0.0897,0.0897,0.4089
IP3,deae,deae_child2_xto_control_20x__11_1,-0.0894,0.0894,0.4101
IP3,deae,deae_child2_xto_inline_201__13_1,-0.0894,0.0894,0.4104
IP3,deae,deae_child2_xto_alarm_201__3_1,-0.0891,0.0891,0.4116
IP3,deae,deae_child2_xto_common_20x__22_1,0.0877,0.0877,0.4194
IP3,deae,deae_child2_xto_control_20x__36_1,0.0871,0.0871,0.4225
IP3,deae,DEAE_DEAE - Hydratation duration [Minute],0.0845,0.0845,0.4363
IP3,deae,deae_child2_xto_prompt__11_1,0.0845,0.0845,0.4365
IP3,deae,deae_child2_xto_common_20x__16_1,-0.0842,0.0842,0.438
IP3,deae,deae_child2_xto_alarm_201__7_1,0.0838,0.0838,0.4403
IP3,deae,deae_child2_xto_control_20x__15_1,0.0838,0.0838,0.4402
IP3,deae,deae_child2_xto_inline_201__28_1,0.0838,0.0838,0.4402
IP3,deae,deae_child2_xto_outlet_20x__17_1,0.0838,0.0838,0.4402
IP3,deae,deae_child2_xto_inlet_20x__18_1,0.0837,0.0837,0.4411
IP3,deae,deae_child2_xto_outlet_20x__9_1,0.0822,0.0822,0.4493
IP3,deae,deae_sensor_FIC_C11_min,-0.0799,0.0799,0.4619
IP3,deae,deae_child2_xto_common_20x__39_1,0.0775,0.0775,0.4756
IP3,deae,deae_child2_xto_outlet_20x__18_1,0.0775,0.0775,0.4755
IP3,deae,deae_child2_xto_control_20x__32_1,0.0774,0.0774,0.4761
IP3,deae,deae_child2_xto_control_20x__26_1,0.0773,0.0773,0.4769
IP3,deae,deae_sensor_AI_A3_mean,0.0764,0.0764,0.482
IP3,deae,deae_sensor_UV Light_max,-0.0761,0.0761,0.4838
IP3,deae,ev_pg_up4_std_duration_h,0.0722,0.0722,0.5063
IP3,deae,ev_pg_up4_total_duration_h,0.0692,0.0692,0.524
IP3,deae,deae_child2_xto_outlet_20x__20_1,-0.0691,0.0691,0.5251
IP3,deae,deae_sensor_TI_A2_max,0.0688,0.0688,0.5269
IP3,deae,deae_sensor_MT_I2_OUT_mean,-0.0685,0.0685,0.5287
IP3,deae,deae_child2_xto_prompt__7_1,-0.0684,0.0684,0.5291
IP3,deae,deae_sensor_TI_A2_std,-0.0683,0.0683,0.5295
IP3,deae,deae_sensor_Accumulated Volume_min,0.0681,0.0681,0.5306
IP3,deae,deae_sensor_TI_A1_min,-0.0677,0.0677,0.5331
IP3,deae,ev_pg_up4_max_duration_h,0.0664,0.0664,0.5409
IP3,deae,deae_sensor_AI_A2_mean,0.0655,0.0655,0.5466
IP3,deae,deae_child2_xto_control_20x__29_1,-0.0645,0.0645,0.553
IP3,deae,deae_child2_xto_prompt__9_1,-0.0637,0.0637,0.5577
IP3,deae,DEAE_DEAE - equilibration pH IN,-0.0628,0.0628,0.5633
IP3,deae,deae_child2_xto_inline_201__6_1,-0.0628,0.0628,0.5631
IP3,deae,deae_child2_xto_inlet_20x__3_1,-0.0624,0.0624,0.5656
IP3,deae,DEAE_DEAE - Height of gel [Centimeter],0.0596,0.0596,0.5833
IP3,deae,DEAE_DEAE - Volume of gel [Liter],0.0596,0.0596,0.5833
IP3,deae,deae_sensor_TI_A2_min,0.0587,0.0587,0.5893
IP3,deae,deae_sensor_TI_A1_mean,0.0576,0.0576,0.5961
IP3,deae,deae_child2_xto_common_20x__29_1,0.0566,0.0566,0.6026
IP3,deae,deae_child2_xto_common_20x__6_1,-0.0563,0.0563,0.6044
IP3,deae,deae_sensor_XV-O1_ZSO_mean,-0.056,0.056,0.6066
IP3,deae,deae_sensor_RunCalc_UV_ForIntegral_v2_mean,0.054,0.054,0.6194
IP3,deae,deae_child2_xto_outlet_20x__6_1,-0.0532,0.0532,0.6248
IP3,deae,deae_child2_xto_prompt__21_1,-0.0517,0.0517,0.6345
IP3,deae,DEAE_DEAE - equilibration pH delta,0.0516,0.0516,0.6351
IP3,deae,deae_child2_xto_cip_201__10_1,0.0514,0.0514,0.6363
IP3,deae,deae_sensor_MT_I2_OUT_min,0.0513,0.0513,0.6371
IP3,deae,deae_sensor_PIC_A1_min,-0.051,0.051,0.6389
IP3,deae,deae_sensor_MT_I2_OUT_std,0.0502,0.0502,0.6443
IP3,deae,deae_sensor_TA_A2_HETP_mean,0.0497,0.0497,0.6474
IP3,deae,deae_sensor_TA_A2_HETP_min,0.0497,0.0497,0.6474
IP3,deae,deae_sensor_TA_A2_HETP_max,0.0497,0.0497,0.6474
IP3,deae,deae_child2_xto_outlet_20x__1_1,-0.0482,0.0482,0.6577
IP3,deae,deae_child2_xto_inlet_20x__1_1,-0.0481,0.0481,0.658
IP3,deae,deae_child2_xto_cip_201__1_1,-0.048,0.048,0.6586
IP3,deae,deae_child2_xto_control_20x__1_1,-0.048,0.048,0.6589
IP3,deae,deae_child2_xto_init_20x__1_1,-0.0473,0.0473,0.6635
IP3,deae,deae_child2_xto_inline_201__1_1,-0.0472,0.0472,0.6644
IP3,deae,deae_child2_xto_common_20x__1_1,-0.047,0.047,0.6653
IP3,deae,deae_sensor_AI_A2_std,-0.0469,0.0469,0.6665
IP3,deae,deae_child2_xto_control_20x__28_1,0.0467,0.0467,0.6678
IP3,deae,deae_child2_xto_prompt__5_1,0.0451,0.0451,0.6786
IP3,deae,deae_sensor_PIC_A1_mean,-0.0441,0.0441,0.6849
IP3,deae,deae_sensor_MT_I1_OUT_min,-0.0423,0.0423,0.6971
IP3,deae,deae_child2_xto_inline_201__10_1,0.0418,0.0418,0.7005
IP3,deae,deae_child2_xto_outlet_20x__4_1,0.0418,0.0418,0.7005
IP3,deae,deae_child2_xto_common_20x__23_1,0.0409,0.0409,0.7065
IP3,deae,deae_child2_xto_control_20x__8_1,0.0409,0.0409,0.7065
IP3,deae,deae_child2_xto_inlet_20x__10_1,0.0409,0.0409,0.7065
IP3,deae,deae_child2_xto_common_20x__41_1,0.0403,0.0403,0.7107
IP3,deae,deae_child2_xto_inline_201__4_1,-0.0393,0.0393,0.7175
IP3,deae,deae_child2_xto_inlet_20x__4_1,-0.039,0.039,0.72
IP3,deae,deae_child2_xto_common_20x__42_1,0.0381,0.0381,0.7258
IP3,deae,deae_child2_xto_common_20x__4_1,0.0381,0.0381,0.726
IP3,deae,deae_child2_xto_prompt__20_1,0.0372,0.0372,0.732
IP3,deae,deae_sensor_AI_A1_mean,0.0369,0.0369,0.7341
IP3,deae,deae_sensor_PIC_A1_std,-0.0359,0.0359,0.7415
IP3,deae,deae_child2_xto_prompt__15_1,0.0356,0.0356,0.7433
IP3,deae,ev_pg_deae_up5_total_duration_h,0.0353,0.0353,0.7457
IP3,deae,deae_sensor_PIC_I1_min,-0.0346,0.0346,0.7506
IP3,deae,deae_child2_xto_control_20x__12_1,0.0298,0.0298,0.7841
IP3,deae,deae_child2_xto_common_20x__26_1,0.0293,0.0293,0.7877
IP3,deae,deae_child2_xto_inline_201__9_1,-0.0278,0.0278,0.798
IP3,deae,deae_child1_op13_user_request_2_1,-0.0275,0.0275,0.8007
IP3,deae,deae_child2_xto_inline_201__2_1,-0.0231,0.0231,0.8319
IP3,deae,deae_sensor_AI_A3_std,-0.0229,0.0229,0.8332
IP3,deae,DEAE_PG - Ratio prot/Ag,-0.0222,0.0222,0.8384
IP3,deae,deae_child2_xto_prompt__14_1,0.0214,0.0214,0.8442
IP3,deae,ev_pg_deae_up5_n_events,-0.0201,0.0201,0.8537
IP3,deae,deae_child2_xto_prompt__17_1,-0.0198,0.0198,0.8553
IP3,deae,deae_sensor_TI_A2_mean,0.0195,0.0195,0.8578
IP3,deae,deae_child2_xto_outlet_20x__21_1,-0.0158,0.0158,0.8845
IP3,deae,deae_child2_xto_inline_201__14_1,0.0155,0.0155,0.8868
IP3,deae,deae_child2_xto_alarm_201__1_1,0.0153,0.0153,0.8884
IP3,deae,deae_sensor_TA_A2_ASYM_mean,-0.0151,0.0151,0.8898
IP3,deae,deae_sensor_TA_A2_ASYM_min,-0.0151,0.0151,0.8898
IP3,deae,deae_sensor_TA_A2_ASYM_max,-0.0151,0.0151,0.8898
IP3,deae,deae_child2_xto_common_20x__43_1,-0.014,0.014,0.8978
IP3,deae,deae_child2_xto_control_20x__30_1,-0.014,0.014,0.8978
IP3,deae,deae_child2_xto_common_20x__3_1,-0.0134,0.0134,0.9023
IP3,deae,deae_child2_xto_control_20x__17_1,-0.0134,0.0134,0.9023
IP3,deae,deae_child2_xto_prompt__1_1,0.0133,0.0133,0.9023
IP3,deae,deae_sensor_XV-O1_ZSO_std,0.0128,0.0128,0.9062
IP3,deae,deae_child2_xto_common_20x__20_1,-0.0119,0.0119,0.9126
IP3,deae,deae_child2_xto_control_20x__5_1,-0.0119,0.0119,0.9126
IP3,deae,deae_sensor_AI_A1_std,-0.0101,0.0101,0.9263
IP3,deae,deae_child2_xto_inline_201__12_1,-0.0057,0.0057,0.9582
IP3,deae,ev_pg_deae_up5_mean_duration_h,-0.0041,0.0041,0.9703
IP3,deae,ev_pg_deae_up5_max_duration_h,-0.0038,0.0038,0.9724
IP3,deae,deae_child2_xto_outlet_20x__5_1,0.0033,0.0033,0.9757
IP3,deae,deae_child2_xto_control_20x__7_1,-0.0026,0.0026,0.9811
IP3,deae,ev_pg_up4_mean_duration_h,0.0024,0.0024,0.9825
IP3,deae,deae_child2_xto_control_20x__13_1,0.0024,0.0024,0.9826
IP3,deae,deae_child2_xto_common_20x__27_1,0.0023,0.0023,0.9828
IP3,deae,deae_child2_xto_common_20x__5_1,0.0023,0.0023,0.983
IP3,deae,deae_child2_xto_common_20x__2_1,0.0019,0.0019,0.9864
IP3,deae,deae_child2_xto_inlet_20x__7_1,0.0016,0.0016,0.988
IP3,deae,deae_child2_xto_control_20x__10_1,-0.001,0.001,0.993
IP3,pg,pg_sensor_Accumulated Volume_mean,0.4401,0.4401,0.0
IP3,pg,pg_sensor_UV Light_min,-0.424,0.424,0.0
IP3,pg,pg_sensor_PIC_A1_max,-0.4196,0.4196,0.0001
IP3,pg,pg_sensor_RunCalc_UV_DuringHarvest_mean,0.3997,0.3997,0.0001
IP3,pg,pg_sensor_FIC_C11_std,-0.3934,0.3934,0.0002
IP3,pg,pg_child2_xto_alarm_201__4_1,0.3897,0.3897,0.0002
IP3,pg,pg_child2_xto_outlet_20x__10_1,0.3849,0.3849,0.0002
IP3,pg,pg_child2_xto_common_20x__22_1,0.3844,0.3844,0.0002
IP3,pg,pg_child2_xto_init_20x__1_1,0.3721,0.3721,0.0004
IP3,pg,pg_sensor_MT_I2_OUT_std,-0.3639,0.3639,0.0005
IP3,pg,pg_child2_xto_common_20x__24_1,0.3472,0.3472,0.001
IP3,pg,pg_child2_xto_control_20x__9_1,0.3469,0.3469,0.001
IP3,pg,pg_child2_xto_inlet_20x__11_1,0.3469,0.3469,0.001
IP3,pg,pg_child2_xto_alarm_201__1_1,-0.3444,0.3444,0.0011
IP3,pg,pg_child2_xto_inline_201__10_1,0.3444,0.3444,0.0011
IP3,pg,pg_child2_xto_cip_201__1_1,-0.3435,0.3435,0.0011
IP3,pg,pg_child2_xto_outlet_20x__1_1,-0.3435,0.3435,0.0011
IP3,pg,pg_child2_xto_control_20x__1_1,-0.3434,0.3434,0.0011
IP3,pg,pg_child2_xto_common_20x__3_1,-0.3431,0.3431,0.0011
IP3,pg,pg_child2_xto_inlet_20x__1_1,-0.3416,0.3416,0.0012
IP3,pg,pg_child2_xto_inline_201__1_1,-0.3416,0.3416,0.0012
IP3,pg,pg_child2_xto_common_20x__44_1,0.3402,0.3402,0.0013
IP3,pg,pg_sensor_PI_A2_mean,-0.3341,0.3341,0.0016
IP3,pg,pg_child2_xto_prompt__5_1,-0.322,0.322,0.0024
IP3,pg,PG_PG - Ag total,0.3195,0.3195,0.0026
IP3,pg,pg_child2_xto_prompt__1_1,0.3169,0.3169,0.0028
IP3,pg,pg_child2_xto_control_20x__15_1,0.3151,0.3151,0.003
IP3,pg,pg_child2_xto_alarm_201__9_1,-0.3141,0.3141,0.003
IP3,pg,PG_004 PG - Ag content Elisa [DU/ml],0.3094,0.3094,0.0035
IP3,pg,pg_sensor_PI_A2_std,-0.2905,0.2905,0.0063
IP3,pg,pg_child2_xto_control_20x__3_1,0.2793,0.2793,0.0088
IP3,pg,pg_child2_xto_common_20x__14_1,0.279,0.279,0.0089
IP3,pg,pg_child2_xto_outlet_20x__20_1,0.2789,0.2789,0.0089
IP3,pg,pg_child2_xto_inlet_20x__9_1,0.2788,0.2788,0.0089
IP3,pg,pg_child2_xto_inline_201__17_1,0.2781,0.2781,0.0091
IP3,pg,pg_child2_xto_prompt__16_1,0.2761,0.2761,0.0096
IP3,pg,pg_sensor_AI_A1_mean,-0.2753,0.2753,0.0098
IP3,pg,pg_sensor_RunCalc_UV_DuringHarvest_max,0.2742,0.2742,0.0102
IP3,pg,pg_child2_xto_common_20x__43_1,0.2731,0.2731,0.0105
IP3,pg,pg_child2_xto_control_20x__30_1,0.2731,0.2731,0.0105
IP3,pg,pg_child2_xto_prompt__9_1,-0.2691,0.2691,0.0117
IP3,pg,pg_sensor_PIC_I1_max,-0.2654,0.2654,0.013
IP3,pg,PG_UF - Ratio prot/Ag,-0.2649,0.2649,0.0132
IP3,pg,pg_sensor_AI_A1_std,-0.2645,0.2645,0.0133
IP3,pg,pg_sensor_Accumulated Volume_std,-0.2581,0.2581,0.0158
IP3,pg,pg_child2_xto_common_20x__42_1,0.2548,0.2548,0.0172
IP3,pg,pg_child2_xto_inlet_20x__17_1,0.2548,0.2548,0.0172
IP3,pg,pg_sensor_RunCalc_UV_DuringHarvest_std,0.2534,0.2534,0.0179
IP3,pg,pg_sensor_Accumulated Volume_max,0.247,0.247,0.0211
IP3,pg,pg_sensor_RunCalc_UV_DuringHarvest_min,-0.235,0.235,0.0284
IP3,pg,pg_sensor_PIC_A1_std,-0.2323,0.2323,0.0303
IP3,pg,pg_sensor_TI_A1_std,0.2189,0.2189,0.0417
IP3,pg,pg_sensor_UV Light_mean,0.218,0.218,0.0425
IP3,pg,pg_sensor_AI_A3_std,-0.2079,0.2079,0.0533
IP3,pg,pg_child2_xto_alarm_201__7_1,0.2025,0.2025,0.06
IP3,pg,pg_child2_xto_inline_201__16_1,0.2025,0.2025,0.06
IP3,pg,PG_PG - Prot total [mg],0.1998,0.1998,0.0635
IP3,pg,pg_sub_pc2,-0.1951,0.1951,0.0702
IP3,pg,pg_sensor_AI_A3_mean,-0.1935,0.1935,0.0725
IP3,pg,pg_sensor_PIC_I1_min,0.192,0.192,0.0748
IP3,pg,PG_017 PG - Protein by Lowry [µg/ml],0.1915,0.1915,0.0756
IP3,pg,pg_child2_xto_common_20x__45_1,0.1906,0.1906,0.077
IP3,pg,pg_child2_xto_cip_201__5_1,0.1894,0.1894,0.0788
IP3,pg,pg_sensor_TI_A2_mean,0.1849,0.1849,0.0864
IP3,pg,pg_child2_xto_cip_201__4_1,0.1827,0.1827,0.0903
IP3,pg,pg_sensor_AI_A1_min,0.1825,0.1825,0.0907
IP3,pg,pg_child2_xto_common_20x__5_1,0.1821,0.1821,0.0915
IP3,pg,pg_sensor_TI_A1_mean,0.1811,0.1811,0.0932
IP3,pg,pg_child2_xto_outlet_20x__18_1,0.1806,0.1806,0.0942
IP3,pg,pg_sensor_MT_I2_OUT_mean,0.1804,0.1804,0.0945
IP3,pg,pg_child2_xto_cip_201__8_1,0.18,0.18,0.0953
IP3,pg,pg_child2_xto_inlet_20x__13_1,0.18,0.18,0.0953
IP3,pg,pg_child2_xto_outlet_20x__5_1,0.1755,0.1755,0.104
IP3,pg,pg_child2_xto_common_20x__23_1,0.1676,0.1676,0.1207
IP3,pg,pg_child2_xto_control_20x__8_1,0.1676,0.1676,0.1207
IP3,pg,pg_child2_xto_inlet_20x__10_1,0.167,0.167,0.1222
IP3,pg,pg_child2_xto_prompt__2_1,0.1668,0.1668,0.1224
IP3,pg,pg_sensor_FIC_C11_min,-0.1645,0.1645,0.1279
IP3,pg,pg_sensor_PI_A2_max,-0.1619,0.1619,0.134
IP3,pg,PG_DEAE - Volume injected ml [ml],-0.1605,0.1605,0.1375
IP3,pg,pg_sensor_MT_I1_OUT_max,-0.1599,0.1599,0.1391
IP3,pg,pg_sensor_TI_A1_min,-0.1595,0.1595,0.14
IP3,pg,pg_child2__gen_get_val_15__1_1,0.1574,0.1574,0.1455
IP3,pg,pg_child2_xto_inlet_20x__4_1,0.157,0.157,0.1465
IP3,pg,pg_sensor_TI_A2_min,0.1557,0.1557,0.1498
IP3,pg,pg_child2_xto_common_20x__26_1,-0.1537,0.1537,0.1552
IP3,pg,pg_child2_xto_control_20x__12_1,-0.1537,0.1537,0.1552
IP3,pg,pg_child2_xto_outlet_20x__6_1,-0.1534,0.1534,0.1561
IP3,pg,pg_child2_xto_alarm_201__8_1,0.1526,0.1526,0.1582
IP3,pg,pg_child2_xto_alarm_201__5_1,-0.1508,0.1508,0.1633
IP3,pg,pg_child2_xto_inline_201__14_1,-0.1508,0.1508,0.1632
IP3,pg,pg_sensor_MT_I2_OUT_max,0.1458,0.1458,0.1778
IP3,pg,pg_child2_xto_inline_201__11_1,0.1444,0.1444,0.1821
IP3,pg,pg_sensor_TI_A1_max,0.144,0.144,0.1833
IP3,pg,pg_sensor_TI_A2_std,-0.1429,0.1429,0.1867
IP3,pg,PG_UF - Purification factor,-0.1419,0.1419,0.1898
IP3,pg,pg_sub_pc5,-0.1401,0.1401,0.1955
IP3,pg,pg_sensor_PIC_A1_mean,-0.1388,0.1388,0.1997
IP3,pg,pg_sensor_Accumulated Volume_min,-0.1385,0.1385,0.2007
IP3,pg,pg_sub_pc1,0.1345,0.1345,0.2142
IP3,pg,pg_child2_xto_common_20x__15_1,0.1339,0.1339,0.2162
IP3,pg,pg_child2_xto_outlet_20x__2_1,0.1314,0.1314,0.2251
IP3,pg,pg_child2_xto_inline_201__9_1,0.131,0.131,0.2265
IP3,pg,pg_child2_xto_cip_201__2_1,0.1308,0.1308,0.2272
IP3,pg,pg_child2_xto_common_20x__11_1,0.1308,0.1308,0.2272
IP3,pg,pg_sensor_FIC_C11_max,0.1301,0.1301,0.2298
IP3,pg,pg_sub_pc4,0.1299,0.1299,0.2306
IP3,pg,pg_sensor_TA_A2_HETP_mean,0.1278,0.1278,0.238
IP3,pg,pg_sensor_TA_A2_HETP_min,0.1278,0.1278,0.238
IP3,pg,pg_sensor_TA_A2_HETP_max,0.1278,0.1278,0.238
IP3,pg,pg_child2_xto_common_20x__12_1,0.1249,0.1249,0.249
IP3,pg,PG_PG - Volume pool PG ml [ml],0.1243,0.1243,0.2515
IP3,pg,pg_sub_pc3,0.1219,0.1219,0.2608
IP3,pg,pg_child2_xto_control_20x__29_1,0.1174,0.1174,0.2788
IP3,pg,pg_child2_xto_inline_201__6_1,0.117,0.117,0.2805
IP3,pg,pg_child2_xto_inlet_20x__16_1,0.1169,0.1169,0.2809
IP3,pg,pg_child2_xto_outlet_20x__9_1,0.1168,0.1168,0.2813
IP3,pg,pg_sensor_XV-O1_ZSO_mean,0.1163,0.1163,0.2835
IP3,pg,pg_child1_op4_batch_process_cl6b_1_1,0.1163,0.1163,0.2835
IP3,pg,pg_child2_xto_init_20x__2_1,0.1163,0.1163,0.2835
IP3,pg,pg_sensor_XV-O1_ZSO_std,0.116,0.116,0.2847
IP3,pg,pg_child2_xto_prompt__10_1,-0.115,0.115,0.2888
IP3,pg,pg_child2_xto_common_20x__34_1,0.1145,0.1145,0.2909
IP3,pg,pg_child2_xto_control_20x__19_1,0.1145,0.1145,0.291
IP3,pg,pg_child2_xto_outlet_20x__12_1,0.1123,0.1123,0.3003
IP3,pg,PG_UF - % elimination prot tot [%],-0.1109,0.1109,0.3064
IP3,pg,pg_sensor_PIC_I1_mean,-0.1095,0.1095,0.3127
IP3,pg,pg_child2_xto_prompt__18_1,-0.109,0.109,0.3149
IP3,pg,pg_sensor_AI_A1_max,-0.104,0.104,0.3379
IP3,pg,pg_sensor_MT_I2_OUT_min,-0.102,0.102,0.3472
IP3,pg,pg_sensor_PIC_I1_std,-0.1019,0.1019,0.3477
IP3,pg,pg_child2_xto_common_20x__35_1,0.0994,0.0994,0.3598
IP3,pg,pg_child2_xto_control_20x__20_1,0.0994,0.0994,0.3599
IP3,pg,pg_child2_xto_prompt__14_1,0.0993,0.0993,0.3601
IP3,pg,pg_child2_xto_control_20x__7_1,0.0992,0.0992,0.3607
IP3,pg,pg_child2_xto_inlet_20x__6_1,0.0992,0.0992,0.3607
IP3,pg,pg_child2_xto_common_20x__7_1,0.099,0.099,0.3617
IP3,pg,pg_child2_xto_inline_201__8_1,0.099,0.099,0.3615
IP3,pg,pg_child1_op13_user_request_2_1,0.0989,0.0989,0.3622
IP3,pg,pg_child2_xto_common_20x__32_1,0.0976,0.0976,0.3686
IP3,pg,pg_sensor_AI_A3_min,0.0974,0.0974,0.3693
IP3,pg,pg_sensor_RunCalc_UV_ForIntegral_v2_mean,0.0969,0.0969,0.3719
IP3,pg,pg_sensor_PIC_A1_min,0.0951,0.0951,0.3811
IP3,pg,pg_sensor_RunCalc_UV_ForIntegral_v2_std,0.0934,0.0934,0.3897
IP3,pg,pg_child2_xto_outlet_20x__14_1,0.0927,0.0927,0.3929
IP3,pg,pg_sensor_AI_A2_max,-0.0914,0.0914,0.3998
IP3,pg,PG_Packing Assymetry/S1,-0.0911,0.0911,0.4011
IP3,pg,pg_child2_xto_control_20x__21_1,-0.0909,0.0909,0.4023
IP3,pg,pg_child2_xto_prompt__17_1,0.0897,0.0897,0.4085
IP3,pg,pg_child2_xto_cip_201__7_1,0.0865,0.0865,0.4256
IP3,pg,pg_child2_xto_common_20x__39_1,0.0865,0.0865,0.4256
IP3,pg,pg_child2_xto_control_20x__26_1,0.0864,0.0864,0.426
IP3,pg,pg_child2_xto_inlet_20x__12_1,0.0864,0.0864,0.4262
IP3,pg,pg_sensor_AI_A2_mean,-0.0852,0.0852,0.4324
IP3,pg,pg_child2_xto_alarm_201__2_1,-0.084,0.084,0.4391
IP3,pg,pg_child2_xto_control_20x__4_1,-0.084,0.084,0.4391
IP3,pg,pg_child2_xto_inlet_20x__5_1,-0.084,0.084,0.4391
IP3,pg,pg_child2_xto_inline_201__7_1,-0.084,0.084,0.4391
IP3,pg,pg_child2_xto_outlet_20x__8_1,-0.084,0.084,0.4391
IP3,pg,pg_child2_xto_common_20x__33_1,0.0839,0.0839,0.4397
IP3,pg,pg_child2_xto_control_20x__18_1,0.0839,0.0839,0.4397
IP3,pg,pg_sensor_RunCalc_UV_ForIntegral_v2_min,-0.0829,0.0829,0.4455
IP3,pg,pg_child2_xto_common_20x__28_1,0.0813,0.0813,0.454
IP3,pg,pg_child2_xto_control_20x__14_1,0.0813,0.0813,0.4541
IP3,pg,PG_Packing quality HETP/S2 [Centimeter],-0.0805,0.0805,0.4583
IP3,pg,PG_Packing Assymetry/S2,-0.0802,0.0802,0.4605
IP3,pg,pg_child2_xto_common_20x__41_1,0.0802,0.0802,0.4605
IP3,pg,pg_child2_xto_control_20x__28_1,0.0802,0.0802,0.4605
IP3,pg,pg_child2_xto_outlet_20x__15_1,0.0786,0.0786,0.4692
IP3,pg,pg_sensor_RunCalc_UV_ForIntegral_v2_max,0.0783,0.0783,0.4711
IP3,pg,pg_sensor_UV Light_std,0.0778,0.0778,0.4737
IP3,pg,pg_child2_xto_inlet_20x__19_1,0.0774,0.0774,0.4763
IP3,pg,pg_sensor_UV Light_max,0.0768,0.0768,0.4797
IP3,pg,pg_child2_xto_common_20x__30_1,-0.0762,0.0762,0.4833
IP3,pg,pg_child2_xto_prompt__8_1,-0.0759,0.0759,0.4849
IP3,pg,PG_Packing quality HETP/S1 [Centimeter],-0.075,0.075,0.4898
IP3,pg,pg_child2_xto_common_20x__21_1,0.0735,0.0735,0.4988
IP3,pg,pg_child2_xto_control_20x__6_1,0.0735,0.0735,0.4988
IP3,pg,pg_child2_xto_inline_201__5_1,0.0733,0.0733,0.4999
IP3,pg,pg_sensor_TA_A2_ASYM_mean,-0.0705,0.0705,0.5167
IP3,pg,pg_sensor_TA_A2_ASYM_min,-0.0705,0.0705,0.5167
IP3,pg,pg_sensor_TA_A2_ASYM_max,-0.0705,0.0705,0.5167
IP3,pg,pg_sensor_UV Elution_std,-0.0699,0.0699,0.52
IP3,pg,pg_child2_xto_inline_201__3_1,0.0691,0.0691,0.5248
IP3,pg,pg_child2_xto_common_20x__46_1,0.069,0.069,0.5253
IP3,pg,pg_child2_xto_outlet_20x__7_1,0.069,0.069,0.5254
IP3,pg,pg_child2_xto_control_20x__27_1,0.0686,0.0686,0.5279
IP3,pg,pg_child2_xto_cip_201__6_1,0.0685,0.0685,0.5287
IP3,pg,pg_child2_xto_common_20x__38_1,0.0685,0.0685,0.5286
IP3,pg,pg_child2_xto_common_20x__40_1,0.0685,0.0685,0.5281
IP3,pg,pg_child2_xto_control_20x__25_1,0.0684,0.0684,0.5289
IP3,pg,pg_child2_xto_outlet_20x__17_1,0.0684,0.0684,0.5289
IP3,pg,pg_child2_xto_common_20x__36_1,0.0675,0.0675,0.5344
IP3,pg,pg_child2_xto_control_20x__23_1,0.0675,0.0675,0.5344
